GeneID	BN4_540	BN4_541	BN4_770	BN4_771	BN4_772	BN4_773
Gene17657	29	0	0	0	0	0
Gene17658	0	0	0	0	15	4
Gene17659	9	69	174	45	0	77
Gene17660	2	2	3	5	6	0
Gene17661	180	423	0	0	316	1273
Gene17662	26	0	0	0	0	0
Gene17663	18	0	0	0	0	0
Gene17664	6	37	15	25	4	2
Gene17665	4	26	1	0	0	0
Gene17666	0	0	159	0	0	0
Gene17667	17	18	4	3	6	0
Gene17668	2	0	0	0	10	0
Gene17669	17	28	0	0	0	0
Gene17670	0	0	23	0	0	0
Gene17671	21	0	0	0	50	0
Gene17672	24	7	0	0	19	672
Gene17673	8	6	0	2	2	1
Gene17674	10	22	3	3	11	9
Gene17675	5	0	0	0	18	0
Gene17676	0	7	1	9	1	1
Gene17677	0	125	0	0	0	0
Gene17678	3	3	0	2	1	1
Gene17679	7	6	0	0	0	0
Gene17680	44	0	0	0	0	0
Gene17681	0	0	0	0	41	0
Gene17682	16	0	0	0	0	0
Gene17683	14	0	0	0	0	0
Gene17684	2	0	8	3	1	1
Gene17685	11	0	0	1	0	0
Gene17686	3	1	5	5	0	0
Gene17687	0	0	0	15	0	0
Gene17688	0	0	0	0	10	0
Gene17689	0	316	398	144	77	0
Gene17690	41	109	37	200	0	0
Gene17691	82	11	0	0	297	20
Gene17692	4	1	0	0	7	1
Gene17693	0	9	0	1	0	0
Gene17694	78	14	0	8	0	0
Gene17695	28	31	5	7	18	5
Gene17696	19	16	1	3	10	0
Gene17697	0	40	44	0	0	0
Gene17698	15	0	0	0	0	0
Gene17699	0	74	14	0	0	0
Gene17700	0	0	0	0	0	97
Gene17701	4	2	1	0	5	12
Gene17702	530	183	299	166	730	0
Gene17703	13	0	0	0	0	0
Gene17704	10	0	0	0	0	0
Gene17705	8	0	0	23	0	0
Gene17706	10	0	0	0	0	0
Gene17707	406	0	0	0	0	0
Gene17708	10	0	0	0	0	0
Gene17709	0	15	0	0	0	0
Gene17710	2	2	0	0	0	8
Gene17711	13	47	14	3	39	0
Gene17712	0	0	0	0	16	0
Gene17713	6	68	10	2	0	0
Gene17714	23	0	0	0	0	0
Gene17715	58	83	0	0	56	0
Gene17716	0	0	0	0	0	629
Gene17717	17	124	0	15	170	0
Gene17718	0	12	0	0	0	0
Gene17719	23	0	1	0	35	0
Gene17720	73	28	0	0	0	0
Gene17721	11	0	0	0	0	0
Gene17722	35	0	0	0	29	0
Gene17723	11	0	0	0	0	0
Gene17724	1	0	0	0	0	10
Gene17725	13	2	0	0	0	8
Gene17726	229	0	0	0	43	0
Gene17727	0	40	0	0	19	0
Gene17728	7	2	8	4	3	3
Gene17729	16	0	0	0	0	0
Gene17730	2	4	2	0	1	11
Gene17731	12	24	13	14	12	8
Gene17732	8	7	0	4	2	1
Gene17733	6	1	1	0	4	0
Gene17734	23	0	0	0	0	0
Gene17735	16	0	0	0	0	0
Gene17736	0	109	29	40	0	0
Gene17737	182	124	0	0	0	786
Gene17738	6	2	1	3	1	0
Gene17739	0	0	0	0	0	14
Gene17740	0	0	0	0	0	131
Gene17741	44	38	0	0	0	0
Gene17742	56	17	0	0	0	0
Gene17743	11	0	0	0	22	0
Gene17744	0	14	0	0	0	0
Gene17745	5	5	0	0	0	0
Gene17746	3	1	0	0	5	1
Gene17747	1270	50	148	0	0	235
Gene17748	58	0	0	0	0	0
Gene17749	13	16	5	17	12	11
Gene17750	26	0	0	0	11	15
Gene17751	28	29	13	11	18	5
Gene17752	0	0	0	0	26	0
Gene17753	5	14	7	4	0	0
Gene17754	12	10	10	4	10	0
Gene17755	21	0	0	0	33	0
Gene17756	8	13	4	10	8	16
Gene17757	0	0	0	0	80	0
Gene17758	24	289	174	49	56	10
Gene17759	11	4	0	4	4	7
Gene17760	0	68	67	16	0	0
Gene17761	0	0	0	0	0	15
Gene17762	0	0	0	0	66	0
Gene17763	346	66	0	0	0	0
Gene17764	0	0	24	0	0	0
Gene17765	0	34	0	0	26	0
Gene17766	18	31	11	22	10	16
Gene17767	24	0	0	0	0	0
Gene17768	0	0	14	0	0	0
Gene17769	14	17	2	5	6	53
Gene17770	20	49	2	8	0	0
Gene17771	2	6	0	0	1	1
Gene17772	0	0	19	0	0	0
Gene17773	0	1	0	11	0	0
Gene17774	2	1	0	7	1	0
Gene17775	85	0	0	0	0	0
Gene17776	20	0	0	0	0	0
Gene17777	0	21	11	32	0	0
Gene17778	4	37	20	22	0	0
Gene17779	0	0	18	0	0	0
Gene17780	8	10	1	2	6	8
Gene17781	0	16	15	35	0	0
Gene17782	11	0	0	0	0	0
Gene17783	8	39	33	33	0	0
Gene17784	43	17	49	69	30	278
Gene17785	65	41	0	7	68	70
Gene17786	8	7	0	6	4	0
Gene17787	211	56	0	0	212	345
Gene17788	0	20	0	0	0	0
Gene17789	0	0	0	0	123	0
Gene17790	11	0	0	0	0	0
Gene17791	31	0	0	0	0	34
Gene17792	0	129	253	52	10	0
Gene17793	13	0	0	0	0	0
Gene17794	3	0	0	2	4	1
Gene17795	57	84	0	0	0	0
Gene17796	5	0	0	0	5	0
Gene17797	0	0	12	0	0	0
Gene17798	0	0	53	1	0	0
Gene17799	0	3	0	0	3	5
Gene17800	95	539	676	274	0	0
Gene17801	0	0	0	0	53	0
Gene17802	8	22	1	100	25	0
Gene17803	62	71	0	0	0	0
Gene17804	80	0	0	0	76	0
Gene17805	0	9	15	0	0	0
Gene17806	20	0	0	0	0	0
Gene17807	0	0	0	0	0	11
Gene17808	25	0	0	0	0	0
Gene17809	41	96	0	0	30	5825
Gene17810	18	0	0	0	0	0
Gene17811	5	0	0	0	20	0
Gene17812	29	0	0	0	0	0
Gene17813	22	0	0	0	0	0
Gene17814	38	68	0	0	28	0
Gene17815	14	0	0	0	0	0
Gene17816	23	11	22	8	0	0
Gene17817	49	0	0	0	47	0
Gene17818	25	0	0	0	18	0
Gene17819	40	120	32	27	13	10
Gene17820	0	0	3	20	0	0
Gene17821	2	7	2	2	2	0
Gene17822	0	0	0	0	0	21
Gene17823	431	0	0	0	503	0
Gene17824	21	0	0	0	0	0
Gene17825	50	44	0	2	0	0
Gene17826	0	43	0	0	0	0
Gene17827	8	2	1	2	2	5
Gene17828	59	13	0	0	0	0
Gene17829	44	24	21	54	0	0
Gene17830	1	5	1	2	4	1
Gene17831	10	34	0	66	73	0
Gene17832	31	2	0	0	12	0
Gene17833	5	2	0	0	4	0
Gene17834	0	5	0	0	11	0
Gene17835	0	0	0	0	98	0
Gene17836	34	68	2	52	49	50
Gene17837	11	0	0	0	0	0
Gene17838	11	0	0	0	0	0
Gene17839	10	0	0	0	0	0
Gene17840	6	12	0	0	0	0
Gene17841	12	0	0	0	0	0
Gene17842	0	0	0	19	0	0
Gene17843	0	0	0	0	0	47
Gene17844	12	1105	1403	1264	24	90
Gene17845	27	0	0	0	172	0
Gene17846	0	0	0	0	23	0
Gene17847	776	1395	380	171	0	0
Gene17848	0	0	31	0	0	0
Gene17849	10	0	0	0	0	0
Gene17850	0	0	0	42	0	0
Gene17851	21	0	0	0	0	0
Gene17852	65	38	0	6	0	16
Gene17853	50	0	0	0	0	0
Gene17854	45	64	104	0	86	0
Gene17855	0	99	27	107	0	0
Gene17856	0	50	145	0	0	0
Gene17857	12	0	0	0	0	0
Gene17858	0	0	10	0	0	0
Gene17859	162	115	74	109	78	1
Gene17860	0	0	0	0	0	44
Gene17861	67	0	0	0	89	0
Gene17862	4	26	6	7	0	0
Gene17863	11	39	0	0	0	0
Gene17864	0	0	12	0	0	0
Gene17865	22	0	0	0	0	0
Gene17866	28	46	7	10	12	7
Gene17867	8	24	5	2	3	0
Gene17868	0	0	0	0	0	168
Gene17869	10	0	0	0	0	0
Gene17870	3	8	4	2	0	1
Gene17871	481	102	47	0	271	721
Gene17872	22	0	0	0	0	0
Gene17873	3	5	0	0	1	1
Gene17874	0	0	15	0	0	0
Gene17875	15	0	0	0	0	0
Gene17876	35	0	0	0	0	0
Gene17877	0	0	137	0	0	0
Gene17878	32	0	0	0	0	0
Gene17879	4	10	1	2	4	8
Gene17880	0	19	0	0	0	0
Gene17881	141	1037	86	19	187	0
Gene17882	0	0	0	0	15	0
Gene17883	157	110	1	91	73	150
Gene17884	0	0	0	0	0	27
Gene17885	0	0	15	0	0	0
Gene17886	4	5	6	3	2	8
Gene17887	81	0	0	0	0	0
Gene17888	0	1	4	3	0	10
Gene17889	18	0	0	0	0	0
Gene17890	0	0	0	0	0	95
Gene17891	1	15	1	2	0	0
Gene17892	0	0	0	0	0	54
Gene17893	14	0	0	0	15	0
Gene17894	21	0	0	0	29	0
Gene17895	0	0	4	7	1	0
Gene17896	808	766	645	756	132	328
Gene17897	71	0	0	0	0	0
Gene17898	11	22	0	10	21	0
Gene17899	0	0	0	0	10	0
Gene17900	13	0	0	0	0	0
Gene17901	20	16	3	8	12	10
Gene17902	35	273	76	200	0	0
Gene17903	12	4	1	0	12	2
Gene17904	0	1	10	2	2	0
Gene17905	1	0	1	0	1	10
Gene17906	16	0	0	0	0	28
Gene17907	18	0	0	0	0	0
Gene17908	8	3	1	12	3	0
Gene17909	156	67	0	0	0	0
Gene17910	5	13	2	2	2	1
Gene17911	0	10	0	0	0	0
Gene17912	0	0	0	0	29	0
Gene17913	3	6	4	1	0	0
Gene17914	19	0	0	0	0	0
Gene17915	17	33	10	27	2	2
Gene17916	11	0	0	0	0	0
Gene17917	0	0	12	0	0	0
Gene17918	0	116	112	45	0	0
Gene17919	0	0	0	0	21	0
Gene17920	0	12	0	0	39	0
Gene17921	2	3	1	5	2	6
Gene17922	90	339	67	15	103	91
Gene17923	10	0	0	0	0	44
Gene17924	10	0	0	0	38	0
Gene17925	118	710	155	85	20	0
Gene17926	18	33	16	18	7	11
Gene17927	28	23	0	0	0	0
Gene17928	0	0	0	0	27	0
Gene17929	188	0	0	0	0	0
Gene17930	11	0	0	0	0	0
Gene17931	78	182	0	0	208	0
Gene17932	27	0	0	0	0	0
Gene17933	9	16	0	0	0	0
Gene17934	0	0	17	0	0	0
Gene17935	6	5	1	5	3	2
Gene17936	962	0	0	0	0	0
Gene17937	0	0	14	0	16	24
Gene17938	0	5	0	7	0	0
Gene17939	1	0	7	2	1	0
Gene17940	4	6	0	1	1	7
Gene17941	1	7	3	3	0	0
Gene17942	37	46	0	6	37	35
Gene17943	0	0	0	0	56	0
Gene17944	23	0	0	0	38	27
Gene17945	0	0	150	0	0	0
Gene17946	50	0	0	0	0	0
Gene17947	4	1	0	7	0	13
Gene17948	61	0	0	0	0	0
Gene17949	0	0	0	0	260	0
Gene17950	0	0	96	0	0	0
Gene17951	0	0	32	0	0	0
Gene17952	7	26	0	0	18	0
Gene17953	12	0	0	0	0	0
Gene17954	11	0	0	0	18	0
Gene17955	59	0	0	0	0	0
Gene17956	10	4	9	7	6	6
Gene17957	0	0	3	17	0	0
Gene17958	55	157	17	149	35	76
Gene17959	1	12	0	0	4	0
Gene17960	20	19	8	0	5	0
Gene17961	9	3	0	0	2	10
Gene17962	4	11	3	2	3	4
Gene17963	16	0	0	0	0	0
Gene17964	1	0	0	0	13	0
Gene17965	4	3	1	0	0	5
Gene17966	4	0	0	0	0	37
Gene17967	0	0	29	0	0	0
Gene17968	5	6	0	2	1	4
Gene17969	14	0	0	0	0	0
Gene17970	2	9	3	2	1	3
Gene17971	5	0	0	0	5	0
Gene17972	0	18	0	0	0	188
Gene17973	44	0	0	0	0	0
Gene17974	41	7	0	0	42	0
Gene17975	1	7	2	1	3	0
Gene17976	5	0	0	0	6	0
Gene17977	0	71	34	17	0	0
Gene17978	0	6	4	1	0	0
Gene17979	0	0	2	528	0	0
Gene17980	10	14	1	3	4	3
Gene17981	0	0	276	0	0	0
Gene17982	0	0	11	0	0	0
Gene17983	8	0	0	0	0	382
Gene17984	0	0	10	0	0	0
Gene17985	4	7	1	1	1	0
Gene17986	29	0	0	0	0	0
Gene17987	9	0	0	0	6	0
Gene17988	1	14	3	0	2	0
Gene17989	28	26	0	0	0	52
Gene17990	28	104	41	36	0	0
Gene17991	5	15	0	2	0	0
Gene17992	43	0	0	0	0	0
Gene17993	0	0	0	0	0	19
Gene17994	5	3	2	2	9	0
Gene17995	7	39	11	40	3	5
Gene17996	10	0	0	0	0	0
Gene17997	3	2	0	8	0	1
Gene17998	4	8	0	0	0	0
Gene17999	58	0	0	0	0	0
Gene18000	16	0	0	0	0	0
Gene18001	36	90	10	5	3	0
Gene18002	7	13	10	8	6	10
Gene18003	0	32	15	13	0	0
Gene18004	30	0	0	0	0	0
Gene18005	0	9	1	0	1	0
Gene18006	93	570	67	73	19	0
Gene18007	3	6	3	11	1	1
Gene18008	0	43	38	43	10	0
Gene18009	9	0	0	0	14	0
Gene18010	1	7	1	5	0	2
Gene18011	57	0	0	0	0	0
Gene18012	11	406	0	0	0	0
Gene18013	0	0	0	0	350	0
Gene18014	43	5	0	0	89	0
Gene18015	0	37	0	27	0	0
Gene18016	5	18	5	6	4	0
Gene18017	12	0	0	0	0	0
Gene18018	0	0	0	58	0	0
Gene18019	20	22	3	6	5	5
Gene18020	12	0	0	0	0	0
Gene18021	0	28	0	0	0	0
Gene18022	5	19	3	1	3	1
Gene18023	301	0	0	0	0	0
Gene18024	13	0	0	0	27	0
Gene18025	2	6	0	1	2	0
Gene18026	20	0	0	0	45	0
Gene18027	44	24	61	0	0	0
Gene18028	7	23	1	19	0	0
Gene18029	14	0	0	0	0	0
Gene18030	26	390	5	34	0	0
Gene18031	70	27	0	0	131	0
Gene18032	0	0	0	0	77	0
Gene18033	11	26	0	20	0	0
Gene18034	4	0	0	0	0	18
Gene18035	2	69	70	33	0	0
Gene18036	0	0	0	10	0	0
Gene18037	3	5	4	0	1	0
Gene18038	4	7	0	0	0	0
Gene18039	0	0	15	0	0	0
Gene18040	2	14	3	0	0	0
Gene18041	16	29	7	3	15	7
Gene18042	1	27	11	2	0	0
Gene18043	10	34	0	0	0	0
Gene18044	17	0	0	0	0	0
Gene18045	30	0	8	0	49	0
Gene18046	5	10	6	7	4	2
Gene18047	17	0	0	0	61	0
Gene18048	20	0	0	0	0	0
Gene18049	74	145	26	98	32	0
Gene18050	3	0	0	14	15	0
Gene18051	8	133	62	86	0	0
Gene18052	1	10	4	1	0	0
Gene18053	48	17	0	0	0	0
Gene18054	4	4	1	0	2	0
Gene18055	0	4	3	2	1	0
Gene18056	0	9	33	11	0	0
Gene18057	23	0	0	0	0	0
Gene18058	538	255	1	0	657	0
Gene18059	3	6	0	0	4	0
Gene18060	0	0	0	0	0	108
Gene18061	13	0	0	0	0	0
Gene18062	14	0	0	0	0	0
Gene18063	0	0	0	0	0	43
Gene18064	2	5	1	0	3	0
Gene18065	0	0	0	0	0	125
Gene18066	0	7	3	2	3	1
Gene18067	6	84	100	49	91	0
Gene18068	111	0	0	0	0	0
Gene18069	29	16	0	0	15	0
Gene18070	5	37	40	32	0	0
Gene18071	12	74	1	13	0	0
Gene18072	12	9	0	0	0	41
Gene18073	351	100	0	0	0	0
Gene18074	9	20	6	11	5	22
Gene18075	0	0	0	0	20	0
Gene18076	18	463	242	522	11	0
Gene18077	23	0	0	0	0	0
Gene18078	0	0	18	0	0	0
Gene18079	1	4	2	0	2	2
Gene18080	19	0	0	0	0	0
Gene18081	2	0	0	1	1	8
Gene18082	0	0	0	0	33	0
Gene18083	20	0	0	0	0	0
Gene18084	3	1	0	1	1	5
Gene18085	0	6	4	1	2	0
Gene18086	18	0	0	0	0	0
Gene18087	0	276	0	0	0	0
Gene18088	12	0	0	0	0	0
Gene18089	20	0	0	0	0	0
Gene18090	8	42	0	0	28	0
Gene18091	35	0	0	0	0	0
Gene18092	3	5	3	3	3	1
Gene18093	238	79	59	52	42	0
Gene18094	17	38	4	12	6	14
Gene18095	5	6	2	0	3	0
Gene18096	64	0	0	0	157	0
Gene18097	28	0	0	0	0	0
Gene18098	17	14	0	0	13	0
Gene18099	7	5	2	1	1	0
Gene18100	10	0	0	0	0	0
Gene18101	1	9	2	1	2	2
Gene18102	1	7	2	0	0	0
Gene18103	3	4	0	2	2	1
Gene18104	0	0	0	0	24	0
Gene18105	55	0	0	0	73	0
Gene18106	2	10	1	4	0	0
Gene18107	32	0	0	0	35	0
Gene18108	4	0	0	0	9	0
Gene18109	52	2202	354	354	0	0
Gene18110	2	0	0	0	0	17
Gene18111	62	25	6	13	85	0
Gene18112	0	0	0	0	13	0
Gene18113	0	14	0	0	1	0
Gene18114	0	0	20	0	0	0
Gene18115	6	12	60	75	0	0
Gene18116	108	230	0	31	326	0
Gene18117	22	0	0	0	2	0
Gene18118	47	0	0	0	0	0
Gene18119	4	5	3	7	0	0
Gene18120	3	25	82	15	0	0
Gene18121	9	26	25	37	0	0
Gene18122	1	2	0	1	1	7
Gene18123	0	0	0	0	15	0
Gene18124	3	22	2	1	4	0
Gene18125	36	0	0	30	32	0
Gene18126	0	0	0	6	34	0
Gene18127	36	0	0	0	0	0
Gene18128	0	1	3	8	0	0
Gene18129	14	17	3	4	10	0
Gene18130	55	23	24	49	59	0
Gene18131	62	0	0	0	0	1618
Gene18132	0	21	28	0	0	0
Gene18133	3	0	0	0	12	63
Gene18134	250	0	160	160	0	106
Gene18135	1	10	1	0	0	0
Gene18136	0	0	0	0	55	0
Gene18137	76	0	0	0	0	0
Gene18138	42	12	0	0	17	4
Gene18139	4	2	1	1	3	0
Gene18140	20	21	2	8	0	23
Gene18141	0	31	0	0	0	0
Gene18142	178	10	0	0	207	94
Gene18143	0	31	105	84	50	0
Gene18144	4	2	0	5	2	0
Gene18145	8	127	62	199	0	0
Gene18146	44	0	14	45	0	0
Gene18147	21	0	0	0	0	0
Gene18148	4	15	0	0	0	0
Gene18149	0	0	0	0	0	29
Gene18150	0	0	43	0	0	0
Gene18151	0	0	0	0	76	0
Gene18152	0	35	0	37	0	0
Gene18153	17	6	0	0	0	0
Gene18154	0	0	0	0	41	0
Gene18155	15	0	0	0	0	0
Gene18156	20	0	0	0	0	0
Gene18157	20	46	21	17	4	7
Gene18158	4	0	0	2	0	22
Gene18159	14	75	0	0	0	0
Gene18160	36	147	18	0	32	0
Gene18161	9	19	5	2	9	13
Gene18162	9	10	11	0	0	0
Gene18163	0	0	0	0	67	0
Gene18164	0	0	0	0	13	0
Gene18165	3	2	1	1	3	3
Gene18166	0	7	3	4	0	1
Gene18167	4	8	3	1	4	33
Gene18168	93	0	0	0	0	0
Gene18169	4	2	1	1	4	2
Gene18170	19	124	0	0	0	0
Gene18171	2	7	0	3	3	0
Gene18172	11	0	0	0	0	0
Gene18173	0	0	0	0	91	0
Gene18174	51	1837	0	0	0	0
Gene18175	10	0	0	0	0	0
Gene18176	58	40	0	0	0	0
Gene18177	22	127	133	34	0	0
Gene18178	456	0	0	0	0	0
Gene18179	6	7	0	0	1	3
Gene18180	617	0	0	0	0	0
Gene18181	4	1	0	0	4	1
Gene18182	0	0	0	0	5	6
Gene18183	0	0	15	0	0	0
Gene18184	435	0	0	0	0	0
Gene18185	2	5	1	4	2	1
Gene18186	11	7	7	3	6	5
Gene18187	0	0	16	0	0	0
Gene18188	8	2	2	4	0	3
Gene18189	0	0	0	0	0	44
Gene18190	0	0	0	0	10	0
Gene18191	8	0	0	0	0	208
Gene18192	20	17	7	64	11	2
Gene18193	35	0	0	0	20	0
Gene18194	10	16	1	3	2	2
Gene18195	59	0	0	0	0	0
Gene18196	15	0	0	0	0	87
Gene18197	0	0	61	0	0	0
Gene18198	6	14	6	9	5	2
Gene18199	46	6	0	0	16	0
Gene18200	0	23	0	0	0	0
Gene18201	94	71	52	40	56	0
Gene18202	63	0	0	0	0	0
Gene18203	0	53	0	0	0	0
Gene18204	8	4	2	1	2	2
Gene18205	15	13	5	8	8	9
Gene18206	0	0	0	0	44	0
Gene18207	4	52	9	30	0	0
Gene18208	24	16	8	0	10	0
Gene18209	12	0	0	0	9	0
Gene18210	3	4	1	0	7	0
Gene18211	19	0	0	0	8	0
Gene18212	177	0	0	0	0	0
Gene18213	10	5	4	10	0	0
Gene18214	0	15	0	0	0	0
Gene18215	4	3	2	2	0	0
Gene18216	0	28	13	33	0	0
Gene18217	4	17	6	4	4	2
Gene18218	214	63	0	0	0	0
Gene18219	58	0	0	0	0	0
Gene18220	22	0	0	0	0	0
Gene18221	6	5	0	2	3	3
Gene18222	7	2	2	0	3	0
Gene18223	0	0	24	0	0	0
Gene18224	10	0	0	0	0	0
Gene18225	3	13	11	7	6	0
Gene18226	0	0	10	0	0	0
Gene18227	13	9	0	1	3	3
Gene18228	80	339	277	895	0	0
Gene18229	8	0	0	0	17	0
Gene18230	4	15	2	3	1	0
Gene18231	2	7	1	0	0	0
Gene18232	12	11	0	0	21	0
Gene18233	0	1	0	0	1	18
Gene18234	1	5	1	2	3	0
Gene18235	12	0	0	0	0	0
Gene18236	4	2	0	4	0	2
Gene18237	93	0	0	0	0	0
Gene18238	5	6	5	0	1	18
Gene18239	40	54	14	4	27	0
Gene18240	0	21	0	0	0	0
Gene18241	0	34	0	0	0	0
Gene18242	28	277	0	0	61	0
Gene18243	3	0	0	0	7	0
Gene18244	151	18	0	0	0	0
Gene18245	0	42	0	0	0	0
Gene18246	10	6	3	6	1	2
Gene18247	192	863	875	33	66	0
Gene18248	0	0	51	0	0	0
Gene18249	3	16	10	10	2	1
Gene18250	0	0	15	0	0	0
Gene18251	17	0	0	0	0	0
Gene18252	0	0	11	0	0	0
Gene18253	31	221	116	124	0	0
Gene18254	18	1	1	0	0	6
Gene18255	0	0	0	21	0	0
Gene18256	0	6	2	0	1	3
Gene18257	0	0	13	0	0	0
Gene18258	0	0	0	0	24	68
Gene18259	5	0	0	0	0	953
Gene18260	68	0	3	0	0	0
Gene18261	12	0	0	0	0	0
Gene18262	0	5	2	2	1	3
Gene18263	4	10	13	7	1	0
Gene18264	43	0	0	0	0	0
Gene18265	14	13	0	17	0	0
Gene18266	24	0	0	0	0	0
Gene18267	425	0	0	0	366	0
Gene18268	10	15	9	17	1	17
Gene18269	0	0	0	0	66	0
Gene18270	14	22	14	35	0	0
Gene18271	0	178	0	0	0	0
Gene18272	0	51	17	58	0	0
Gene18273	0	0	19	0	0	0
Gene18274	38	0	0	0	0	0
Gene18275	0	64	0	0	0	0
Gene18276	2	4	2	0	4	0
Gene18277	2	4	5	5	1	0
Gene18278	0	8	9	0	0	0
Gene18279	0	1	0	12	2	0
Gene18280	19	0	0	0	0	0
Gene18281	12	0	0	0	0	0
Gene18282	14	0	0	0	0	0
Gene18283	2	6	1	1	0	0
Gene18284	0	0	12	0	0	0
Gene18285	0	0	0	0	10	15
Gene18286	38	0	0	0	0	0
Gene18287	0	0	0	0	17	0
Gene18288	0	0	10	0	0	0
Gene18289	233	141	0	18	0	0
Gene18290	8	0	11	7	0	0
Gene18291	0	0	0	0	0	16
Gene18292	1	6	3	0	5	0
Gene18293	1	7	3	3	1	1
Gene18294	30	0	0	0	0	0
Gene18295	3	7	3	5	3	1
Gene18296	14	0	0	0	0	0
Gene18297	15	0	0	0	0	0
Gene18298	256	0	0	0	0	0
Gene18299	33	0	0	0	0	0
Gene18300	13	0	0	0	5	0
Gene18301	0	0	0	0	13	0
Gene18302	7	0	0	0	26	0
Gene18303	14	0	0	0	0	0
Gene18304	20	19	0	0	0	0
Gene18305	0	0	0	0	12	0
Gene18306	42	0	0	0	0	0
Gene18307	14	382	9	10	0	0
Gene18308	16	0	0	0	0	0
Gene18309	11	0	0	0	0	0
Gene18310	47	0	0	0	0	0
Gene18311	31	107	59	0	0	43
Gene18312	0	10	0	0	0	0
Gene18313	33	23	0	11	18	0
Gene18314	0	23	0	0	0	0
Gene18315	46	0	0	0	0	0
Gene18316	5	7	1	0	7	70
Gene18317	0	0	0	0	238	0
Gene18318	0	26	30	0	0	0
Gene18319	0	0	0	0	28	0
Gene18320	2	3	0	0	1	6
Gene18321	27	0	0	0	0	0
Gene18322	25	0	0	0	0	0
Gene18323	4	2	3	2	0	1
Gene18324	22	105	55	10	189	1342
Gene18325	25	0	0	0	0	0
Gene18326	7	0	0	0	14	0
Gene18327	19	0	0	0	0	0
Gene18328	26	0	0	0	0	0
Gene18329	2	4	0	4	1	2
Gene18330	3	29	36	25	0	0
Gene18331	98	0	0	0	0	0
Gene18332	1469	324	0	0	2704	0
Gene18333	0	37	0	11	0	0
Gene18334	0	0	10	0	0	0
Gene18335	11	0	0	0	0	0
Gene18336	29	0	0	0	0	0
Gene18337	4	0	0	3	23	0
Gene18338	0	8	3	2	1	0
Gene18339	11	12	6	0	5	0
Gene18340	3	0	0	0	10	20
Gene18341	31	58	17	50	0	0
Gene18342	0	0	0	0	20	0
Gene18343	3	14	1	6	1	0
Gene18344	32	14	2	127	0	0
Gene18345	4	4	0	1	1	0
Gene18346	0	7	10	12	0	0
Gene18347	0	30	13	29	0	0
Gene18348	10	0	0	0	0	0
Gene18349	7	1	1	2	2	0
Gene18350	9	9	6	9	2	4
Gene18351	72	291	96	102	0	0
Gene18352	3	3	0	2	0	2
Gene18353	0	0	0	0	0	101
Gene18354	10	0	0	0	27	0
Gene18355	0	13	1	0	0	0
Gene18356	0	1	4	1	1	4
Gene18357	40	0	0	0	0	0
Gene18358	10	7	0	3	0	0
Gene18359	36	0	0	0	0	0
Gene18360	39	0	0	0	0	0
Gene18361	0	0	0	0	37	0
Gene18362	0	8	6	0	0	0
Gene18363	242	0	0	0	0	0
Gene18364	882	149	0	0	0	0
Gene18365	12	0	0	0	0	0
Gene18366	1	154	0	0	0	0
Gene18367	0	4	4	2	0	0
Gene18368	0	0	66	0	0	0
Gene18369	0	50	0	0	0	0
Gene18370	7	7	4	1	5	0
Gene18371	1272	1	0	0	0	0
Gene18372	0	0	27	0	0	0
Gene18373	112	177	117	324	91	0
Gene18374	15	0	0	0	5	0
Gene18375	15	29	7	0	16	40
Gene18376	21	0	0	0	0	0
Gene18377	11	67	34	245	0	0
Gene18378	19	0	0	0	0	0
Gene18379	16	0	0	0	0	0
Gene18380	11	0	0	0	0	0
Gene18381	0	0	13	0	0	0
Gene18382	18	8	0	0	0	0
Gene18383	0	0	0	0	17	0
Gene18384	27	31	0	0	0	0
Gene18385	0	10	0	0	0	0
Gene18386	0	0	0	0	0	14
Gene18387	15	0	0	0	0	0
Gene18388	32	16	0	0	0	0
Gene18389	446	0	0	0	0	0
Gene18390	7	0	0	0	22	0
Gene18391	0	0	11	0	0	0
Gene18392	4	18	7	21	0	2
Gene18393	3	10	0	0	1	0
Gene18394	0	0	82	0	0	0
Gene18395	0	0	0	0	22	0
Gene18396	8	84	0	0	0	0
Gene18397	14	0	0	0	0	0
Gene18398	4	0	0	0	13	0
Gene18399	67	0	0	0	0	0
Gene18400	66	110	0	0	0	0
Gene18401	105	0	0	0	24	0
Gene18402	508	0	0	0	0	0
Gene18403	239	230	218	365	226	11
Gene18404	5	17	50	42	0	0
Gene18405	0	112	122	9	0	0
Gene18406	0	11	4	3	3	2
Gene18407	1	6	2	3	1	0
Gene18408	1	1	0	1	1	7
Gene18409	19	0	0	0	0	0
Gene18410	1541	841	515	61	2037	784
Gene18411	157	0	0	0	0	0
Gene18412	7	3	4	0	2	1
Gene18413	0	0	11	0	0	0
Gene18414	8	6	8	0	1	0
Gene18415	0	0	15	0	0	0
Gene18416	9	4	1	3	1	4
Gene18417	0	0	0	0	0	12
Gene18418	0	49	0	0	0	0
Gene18419	0	0	0	0	0	20
Gene18420	3	3	1	1	1	7
Gene18421	0	0	0	0	20	0
Gene18422	72	0	0	0	29	0
Gene18423	2	0	0	0	1	16
Gene18424	82	0	0	0	0	0
Gene18425	734	746	351	879	38	0
Gene18426	205	0	0	0	0	0
Gene18427	19	0	0	0	0	0
Gene18428	12	0	0	0	0	0
Gene18429	0	0	21	0	0	0
Gene18430	4	0	0	0	14	0
