GeneID	BN4_540	BN4_541	BN4_770	BN4_771	BN4_772	BN4_773
Gene736	145	610	206	0	270	71
Gene737	1052	2702	805	695	725	186
Gene738	246	300	199	124	54	19
Gene739	2053	672	386	282	869	4346
Gene740	358	1119	1334	2428	279	348
Gene741	2485	3958	1114	1312	1272	680
Gene742	3294	4639	2435	3416	1897	2778
Gene743	550	565	282	310	595	333
Gene744	0	274	123	0	180	251
Gene745	295	371	389	237	240	66
Gene746	4533	7422	4325	3796	3159	9186
Gene747	1403	1440	836	515	1196	1413
Gene748	0	1181	3806	2422	0	0
Gene749	10	7	1	1	1	3
Gene750	36	13	4	0	88	20
Gene751	944	1069	2489	2122	0	137
Gene752	26	39	17	15	28	38
Gene753	832	1003	684	555	400	334
Gene754	2355	4312	861	1663	1311	1473
Gene755	1661	2101	1465	1410	865	600
Gene756	104	203	105	53	44	19
Gene757	616	1409	1033	677	404	933
Gene758	1352	890	646	238	729	2041
Gene759	4089	6228	1989	2969	1639	2692
Gene760	12	80	23	4	5	5
Gene761	118	78	30	40	165	102
Gene762	1473	1239	729	563	501	871
Gene763	797	1710	215	414	826	277
Gene764	89	116	79	74	159	53
Gene765	455	325	222	72	402	0
Gene766	1272	2146	877	1150	647	571
Gene767	198	434	236	304	182	86
Gene768	2152	2398	649	746	1859	1611
Gene769	156	146	42	55	111	203
Gene770	392	1513	613	440	341	1352
Gene771	273	228	253	274	263	451
Gene772	14	32	7	12	9	3
Gene773	132	936	121	130	0	113
Gene774	35	14	12	0	46	0
Gene775	1245	2118	943	1226	880	1400
Gene776	91	27	0	0	102	0
Gene777	769	1709	276	410	679	201
Gene778	755	1744	201	398	207	2074
Gene779	163038	296240	130784	155481	95283	147051
Gene780	18	43	15	0	0	0
Gene781	45	58	0	32	26	100
Gene782	3702	6037	2403	2630	2645	1048
Gene783	1060	2862	7161	5691	0	0
Gene784	266	394	113	184	113	73
Gene785	2584	5755	1473	1695	2145	1870
Gene786	86	59	68	60	98	0
Gene787	2182	7553	2123	3181	1521	3544
Gene788	814	1271	713	905	738	2179
Gene789	428	447	6	10	150	357
Gene790	848	1905	602	429	651	230
Gene791	1609	1381	325	409	1235	154
Gene792	654	929	267	428	336	1829
Gene793	101	836	339	621	13	0
Gene794	3	19	4	7	6	39
Gene795	450	622	425	21	37	0
Gene796	26	11	9	0	14	0
Gene797	2865	6007	3432	6193	2552	2564
Gene798	35	26	4	0	15	0
Gene799	4078	6119	3053	4309	3027	9091
Gene800	1880	3625	1944	3137	1241	1122
Gene801	721	2536	808	633	482	959
Gene802	56	134	58	110	30	70
Gene803	84	261	253	288	95	27
Gene804	7878	7059	6641	5764	4223	1013
Gene805	53	0	0	0	43	0
Gene806	17	25	16	8	10	14
Gene807	1272	1852	1080	994	748	795
Gene808	2107	4192	2678	2592	1624	1229
Gene809	140	145	50	39	42	85
Gene810	524	974	685	457	482	136
Gene811	48	0	0	0	876	0
Gene812	17	97	1	15	65	0
Gene813	387	850	311	351	122	0
Gene814	542	360	309	654	87	208
Gene815	924	1887	480	1079	638	1834
Gene816	2643	2331	2902	2121	1605	951
Gene817	4093	8555	3173	7382	3432	1598
Gene818	81	196	52	49	99	24
Gene819	258	416	0	17	249	164
Gene820	67	173	55	58	29	112
Gene821	661	517	49	99	416	1751
Gene822	148	383	242	371	184	2015
Gene823	5	139	131	55	109	0
Gene824	210	130	53	204	93	56
Gene825	725	163	54	52	200	0
Gene826	8	25	4	13	11	21
Gene827	3779	8850	3407	1454	2812	4473
Gene828	1629	3337	1498	1677	540	234
Gene829	786	1021	379	324	773	5523
Gene830	491	224	82	138	480	10133
Gene831	342	244	102	73	326	1188
Gene832	2639	8627	1519	1245	2008	9014
Gene833	5109	6452	2444	2650	3030	3478
Gene834	528	887	134	10	517	55
Gene835	777	1465	455	243	292	291
Gene836	1961	2526	2532	6978	963	426
Gene837	1429	3881	1704	1905	1143	119
Gene838	1671	815	117	155	716	0
Gene839	482	1241	80	280	372	271
Gene840	1817	2057	815	1256	812	804
Gene841	646	162	30	23	171	63
Gene842	31	48	52	24	84	365
Gene843	548	1967	1384	1036	329	35
Gene844	2423	3592	1293	1743	2064	3143
Gene845	69	95	129	129	64	0
Gene846	119	1728	130	56	0	0
Gene847	312	203	982	8881	17	90
Gene848	1674	3398	846	773	1208	825
Gene849	6	19	8	23	0	28
Gene850	1324	1746	1147	1615	1234	1360
Gene851	3896	781	1091	139	2191	226
Gene852	885	1292	439	369	541	661
Gene853	180	70	201	92	73	181
Gene854	631	1333	266	221	618	204
Gene855	334	432	211	219	357	268
Gene856	822	1120	160	441	644	112
Gene857	406	858	488	567	574	145
Gene858	123	270	174	304	121	0
Gene859	445	748	375	415	34	1402
Gene860	10	35	9	35	24	282
Gene861	3845	6681	3542	4031	1973	2583
Gene862	120	0	0	13	12	0
Gene863	58	41	19	7	0	0
Gene864	472	313	55	252	681	2481
Gene865	843	1552	626	793	329	595
Gene866	9335	20009	6075	7488	4737	10019
Gene867	68	98	38	24	30	23
Gene868	227	305	184	228	117	0
Gene869	480	710	197	123	586	883
Gene870	1715	8880	2385	2200	979	1991
Gene871	425	667	332	273	533	2948
Gene872	1478	4011	1543	1482	584	239
Gene873	1606	2784	1710	2620	907	1746
Gene874	6710	7779	4329	10987	5379	8628
Gene875	35570	18841	7744	5075	4047	242
Gene876	36	71	0	1	200	0
Gene877	619	621	336	505	570	675
Gene878	4250	7033	3478	4193	2718	6316
Gene879	230	733	288	260	114	47
Gene880	1136	2928	496	678	848	3111
Gene881	191	391	955	419	116	0
Gene882	1062	1485	486	216	1093	1027
Gene883	70	451	182	132	86	0
Gene884	3292	6590	3363	2744	1685	7290
Gene885	18	8	9	18	7	4
Gene886	8302	3597	3902	4791	5490	459
Gene887	160	380	175	234	139	0
Gene888	4044	7812	4256	4761	2363	6963
Gene889	4356	3702	1019	1102	1451	512
Gene890	91	317	126	45	14	172
Gene891	17911	30167	9423	1872	6350	1497
Gene892	45	142	39	57	37	233
Gene893	634	1072	256	202	536	178
Gene894	1451	2925	710	776	797	7213
Gene895	1508	248	0	217	354	0
Gene896	877	1888	542	895	918	173
Gene897	357	480	131	256	226	38
Gene898	95	740	174	14	46	729
Gene899	52040	82092	34711	43058	36355	51697
Gene900	4681	9261	3755	4388	3181	1825
Gene901	1200	220	189	344	819	419
Gene902	29	80	73	55	45	0
Gene903	828	1127	900	482	459	391
Gene904	84	138	44	33	80	32
Gene905	549	694	567	203	418	345
Gene906	1072	1418	784	1286	435	58
Gene907	138	94	21	0	16	0
Gene908	991	50	14	532	2269	0
Gene909	1735	3268	1741	1863	1336	221
Gene910	2027	623	583	293	726	0
Gene911	1347	1965	441	673	1441	1903
Gene912	2678	4190	1612	1700	1509	1133
Gene913	24	0	12	0	28	39
Gene914	2748	6518	2613	5969	1324	7721
Gene915	558	1310	312	537	646	264
Gene916	1424	2238	965	1557	941	1057
Gene917	2383	2983	915	643	1468	941
Gene918	804	61	151	366	0	0
Gene919	34	17	3	8	6	4
Gene920	4693	5236	2148	2616	2943	5699
Gene921	418	964	471	372	847	0
Gene922	1773	1806	863	1086	961	2057
Gene923	624	1196	926	2052	532	697
Gene924	131	226	83	75	44	0
Gene925	472	285	383	326	19	165
Gene926	1152	2737	1181	1430	824	1227
Gene927	3582	4412	2177	3274	2020	4082
Gene928	380	516	87	310	385	183
Gene929	57	111	35	41	34	39
Gene930	5126	3798	1584	1697	3533	2234
Gene931	3492	630	222	98	517	291
Gene932	4419	6885	3540	2713	3580	4078
Gene933	743	726	364	170	552	1617
Gene934	2	2	3	3	0	18
Gene935	1225	2638	839	1485	776	1356
Gene936	23	0	0	1	0	0
Gene937	121	136	54	21	202	242
Gene938	2996	1555	802	677	2085	277
Gene939	680	1005	219	475	562	892
Gene940	1270	1590	531	183	737	294
Gene941	199	131	128	214	357	128
Gene942	133	329	334	157	0	130
Gene943	463	344	39	46	608	158
Gene944	380	249	112	179	610	170
Gene945	491	461	230	253	232	498
Gene946	1307	1730	516	615	980	1222
Gene947	885	1480	818	869	1006	878
Gene948	977	1592	592	1080	685	1204
Gene949	420	859	183	147	374	296
Gene950	251	1403	743	657	179	253
Gene951	293	75	214	118	0	0
Gene952	5149	10985	3625	5754	4957	11335
Gene953	558	755	368	444	378	830
Gene954	8096	5324	3264	3611	4747	7024
Gene955	602	515	24	141	435	181
Gene956	2411	7186	1573	4201	1997	1565
Gene957	79	129	0	13	38	36
Gene958	2546	0	0	0	0	1
Gene959	1328	3006	1380	749	1031	662
Gene960	2	184	1	1	5	6
Gene961	23	52	15	14	7	22
Gene962	150	425	169	105	329	90
Gene963	235	326	103	50	68	0
Gene964	925	1296	1218	1585	360	291
Gene965	8866	9397	6455	7733	6754	8518
Gene966	681	447	540	521	1087	0
Gene967	219	307	107	320	146	133
Gene968	472	1478	1285	1213	187	27
Gene969	2375	1887	2083	1520	3359	826
Gene970	1203	3852	996	792	884	2065
Gene971	569	723	289	109	227	220
Gene972	1176	2092	1149	1151	949	1771
Gene973	5896	6204	3948	4682	3805	1474
Gene974	274	2066	929	118	313	0
Gene975	117	319	74	71	50	102
Gene976	131	222	50	108	131	0
Gene977	2465	4514	2799	4591	2033	1345
Gene978	9	21	5	6	1	3
Gene979	76	175	47	37	21	38
Gene980	259	1196	430	252	242	33
Gene981	1684	5677	2963	3890	1084	772
Gene982	371	593	99	30	73	0
Gene983	25	29	15	35	30	0
Gene984	27	61	23	3	87	23
Gene985	25	186	121	138	14	9
Gene986	19765	28481	15276	16669	9057	12764
Gene987	248	530	81	125	230	66
Gene988	28	327	453	519	14	0
Gene989	789	976	474	567	360	473
Gene990	288	390	168	331	147	587
Gene991	47	13	11	17	20	0
Gene992	20	39	12	16	12	15
Gene993	694	1725	719	1582	574	1437
Gene994	6	225	24	19	4	42
Gene995	217	152	221	135	289	88
Gene996	13187	6856	3509	2812	4395	3790
Gene997	51	44	0	0	68	82
Gene998	134	276	113	98	167	662
Gene999	800	301	536	303	209	88
Gene1000	62	260	179	220	41	0
Gene1001	1956	2534	2105	2304	2257	549
Gene1002	12	742	854	245	638	0
Gene1003	48	13	0	7	7	0
Gene1004	87	309	71	132	55	117
Gene1005	1309	1980	744	736	1211	2005
Gene1006	141	159	102	38	113	118
Gene1007	1287	1948	729	781	979	695
Gene1008	397	1047	205	221	159	0
Gene1009	64	121	0	0	25	0
Gene1010	91	21	0	9	111	0
Gene1011	1373	1145	310	821	650	3121
Gene1012	2061	2939	2977	4768	1867	1011
Gene1013	609	1611	1122	1000	651	396
Gene1014	103	223	196	114	52	0
Gene1015	174	585	285	37	91	97
Gene1016	2690	4856	1444	1666	1535	3669
Gene1017	383	1563	515	750	123	0
Gene1018	662	967	96	132	715	0
Gene1019	44	0	0	0	22	0
Gene1020	703	1322	346	711	561	379
Gene1021	100	0	0	0	0	0
Gene1022	4155	9660	5998	2354	3127	1115
Gene1023	887	3325	1189	797	741	551
Gene1024	206	662	275	256	172	390
Gene1025	151	170	51	87	83	158
Gene1026	315	470	92	246	201	201
Gene1027	2843	980	330	515	610	769
Gene1028	18	11	3	4	4	35
Gene1029	1224	6454	706	737	1175	1866
Gene1030	4520	9758	3559	4933	2789	9647
Gene1031	257	326	169	91	194	0
Gene1032	203	198	243	396	539	502
Gene1033	46	18	5	103	1	129
Gene1034	269	207	84	94	272	245
Gene1035	76	75	13	72	64	329
Gene1036	210	375	86	179	145	33
Gene1037	2	18	0	2	6	9
Gene1038	1322	2324	1241	2688	890	416
Gene1039	414	236	23	152	454	1264
Gene1040	2929	3498	1772	5739	1646	830
Gene1041	12	97	30	20	6	0
Gene1042	3761	3001	4228	2418	2889	1347
Gene1043	113	62	45	11	97	39
Gene1044	325	236	61	76	171	239
Gene1045	191	255	458	782	175	1
Gene1046	580	664	133	237	234	139
Gene1047	1560	3469	1647	3189	757	1301
Gene1048	799	599	345	391	214	231
Gene1049	2569	2228	1348	1064	2152	5779
Gene1050	2541	1174	591	628	1513	336
Gene1051	5544	11065	4067	3801	3709	1920
Gene1052	226	391	233	167	159	96
Gene1053	533	1155	347	743	338	177
Gene1054	1587	7614	7645	4579	1469	680
Gene1055	1340	2074	544	747	1110	1007
Gene1056	1331	899	431	285	600	6043
Gene1057	2378	4000	1924	2567	934	525
Gene1058	2176	974	0	0	1123	0
Gene1059	667	434	275	3084	624	219
Gene1060	1168	1079	749	691	1167	2150
Gene1061	50	57	0	0	58	0
Gene1062	33812	57232	22581	26628	19317	36010
Gene1063	54	94	36	25	0	0
Gene1064	835	2268	1612	6381	618	368
Gene1065	305	154	97	16	258	434
Gene1066	123	38	44	13	0	59
Gene1067	20	7	31	16	0	0
Gene1068	716	1964	1080	929	311	535
Gene1069	93	331	123	62	147	320
Gene1070	104	102	61	63	87	0
Gene1071	936	1005	340	300	575	523
Gene1072	1897	3785	1370	2002	1468	1701
Gene1073	345	921	62	117	278	58
Gene1074	2189	158	0	0	541	0
Gene1075	3680	5063	1551	1864	2858	9354
Gene1076	576	320	75	45	189	1182
Gene1077	6634	24052	7850	7238	6368	13545
Gene1078	1641	2622	1672	1294	1390	1179
Gene1079	2501	613	1409	676	1565	307
Gene1080	47	102	39	17	40	31
Gene1081	39	84	28	22	45	0
Gene1082	122	188	81	27	68	22
Gene1083	864	1639	512	643	337	787
Gene1084	477	54	341	103	648	601
Gene1085	205	3613	391	180	135	0
Gene1086	452	558	113	49	212	726
Gene1087	348	265	76	126	170	24
Gene1088	2035	191	219	115	657	221
Gene1089	135	174	0	0	43	143
Gene1090	490	1901	1499	1118	28	73
Gene1091	87	92	19	47	20	46
Gene1092	1305	577	1696	241	0	342
Gene1093	335	999	215	440	175	166
Gene1094	5380	7724	3704	3345	3289	10078
Gene1095	1860	2645	1049	1287	1355	3242
Gene1096	499	113	217	658	205	344
Gene1097	414	718	421	1309	403	215
Gene1098	1443	2037	1420	386	722	227
Gene1099	520	320	61	33	137	0
Gene1100	108	294	67	74	0	681
Gene1101	36	41	0	8	9	0
Gene1102	23	5	12	17	12	0
Gene1103	384	503	372	519	387	407
Gene1104	584	422	194	215	126	0
Gene1105	9246	9060	4121	5439	3451	5199
Gene1106	941	1061	1029	1402	529	452
Gene1107	35	0	0	0	98	0
Gene1108	594	1375	429	543	339	51
Gene1109	80	0	0	0	103	0
Gene1110	4246	6751	4310	6069	2555	3015
Gene1111	293	2400	1503	2013	156	218
Gene1112	323	1355	544	1627	291	453
Gene1113	629	158	0	131	192	7
Gene1114	1135	316	471	270	268	532
Gene1115	1390	5721	3783	8346	1473	1213
Gene1116	4975	4960	1840	2028	2008	4215
Gene1117	37	94	15	15	38	47
Gene1118	99	104	15	27	150	46
Gene1119	18	37	8	14	11	3
Gene1120	3623	8342	4053	2480	2519	1608
Gene1121	215	0	0	0	65	0
Gene1122	558	1390	794	245	171	168
Gene1123	8859	5627	4325	4275	2395	210
Gene1124	342	249	51	65	107	121
Gene1125	475	1104	497	429	1066	486
Gene1126	209	1412	311	495	121	73
Gene1127	80	46	27	116	27	0
Gene1128	31	60	34	20	41	48
Gene1129	13	43	8	7	8	18
Gene1130	461	308	0	61	169	742
Gene1131	422	299	160	74	390	166
Gene1132	95	197	61	135	83	145
Gene1133	110	42	0	0	90	0
Gene1134	151	87	118	15	0	276
Gene1135	3388	4852	1696	1932	1275	6400
Gene1136	1421	2335	829	1041	1086	1413
Gene1137	34020	10674	15897	10305	14626	393
Gene1138	19	59	42	19	24	0
Gene1139	246	123	93	82	282	744
Gene1140	439	351	282	204	279	0
Gene1141	38	28	14	17	12	6
Gene1142	1733	1215	151	248	580	712
Gene1143	454	575	72	27	511	1157
Gene1144	526	1071	560	691	524	427
Gene1145	130	55	15	29	55	76
Gene1146	433	327	417	249	259	296
Gene1147	47	93	23	45	115	120
Gene1148	177	147	93	196	592	649
Gene1149	645	3554	1203	822	686	0
Gene1150	1079	1771	278	228	601	598
Gene1151	11	9	2	3	4	1
Gene1152	2169	4530	2127	2141	595	664
Gene1153	1283	1386	805	1532	1101	1913
Gene1154	5	18	5	2	5	6
Gene1155	523	480	320	540	692	683
Gene1156	321	272	0	35	149	4441
Gene1157	287	535	87	322	318	249
Gene1158	132	1174	286	270	293	199
Gene1159	856	896	626	1429	521	1430
Gene1160	1159	1519	576	736	795	603
Gene1161	3668	731	1025	215	1390	1333
Gene1162	44	73	0	0	0	155
Gene1163	1059	1664	631	449	688	2490
Gene1164	479	1999	750	198	545	808
Gene1165	414	563	186	142	158	225
Gene1166	1429	2230	585	651	642	1705
Gene1167	99	142	57	10	141	147
Gene1168	5142	5843	2179	1993	3128	3908
Gene1169	3	4	1	0	7	10
Gene1170	12076	17484	8469	9009	7866	8992
Gene1171	1404	2095	836	546	1156	3440
Gene1172	102	147	190	259	167	27
Gene1173	88	184	28	54	48	94
Gene1174	820	1196	729	337	616	216
Gene1175	909	1099	286	298	669	1164
Gene1176	891	3665	2743	4613	494	1521
Gene1177	788	813	438	844	1489	204
Gene1178	1491	1114	870	1937	529	365
Gene1179	1404	1952	1021	290	217	1
Gene1180	85	177	178	320	94	0
Gene1181	1001	1477	1005	2122	615	848
Gene1182	223	56	0	0	86	0
Gene1183	402	1120	427	221	143	0
Gene1184	494	130	78	18	128	99
Gene1185	237	137	23	155	78	122
Gene1186	5619	9570	3630	5936	3932	4093
Gene1187	46	40	10	51	1	0
Gene1188	773	981	1148	407	569	0
Gene1189	102	176	86	183	58	51
Gene1190	2676	3982	2219	4551	1638	621
Gene1191	796	339	763	226	123	800
Gene1192	2572	2270	1028	825	1516	2302
Gene1193	1016	491	1316	1154	1329	480
Gene1194	47	34	49	42	0	0
Gene1195	691	423	326	412	266	509
Gene1196	104	54	57	72	28	80
Gene1197	718	611	313	534	714	243
Gene1198	10	22	0	8	0	21
Gene1199	85	152	122	60	62	119
Gene1200	6730	1188	274	302	4107	2932
Gene1201	1090	3420	1417	1782	504	288
Gene1202	4365	5733	3428	3887	4270	8615
Gene1203	176	894	55	78	39	46
Gene1204	4227	6793	1934	1987	2743	6684
Gene1205	142	140	38	61	0	0
Gene1206	392	212	577	657	1128	0
Gene1207	194	188	63	11	70	32
Gene1208	8	5	1	0	1	69
Gene1209	1001	1347	667	533	600	1197
Gene1210	224	44	54	17	0	0
Gene1211	1953	2035	735	793	1377	1018
Gene1212	1137	3009	1581	1605	328	102
Gene1213	117	58	0	0	52	0
Gene1214	3927	7156	3510	4994	3337	6953
Gene1215	597	615	133	256	298	621
Gene1216	410	526	97	164	181	76
Gene1217	425	1510	259	252	172	33
Gene1218	168	185	93	78	16	63
Gene1219	4137	7395	3833	3730	2961	2844
Gene1220	1059	1827	1442	583	812	1415
Gene1221	17	0	0	0	27	0
Gene1222	337	303	96	29	149	0
Gene1223	947	2698	1120	1228	848	824
Gene1224	2	18	5	0	0	0
Gene1225	3435	2483	1575	1272	1409	974
Gene1226	6003	7925	3238	3443	4092	2913
Gene1227	619	354	211	607	239	98
Gene1228	312	1454	669	471	144	115
Gene1229	905	1081	630	626	831	1266
Gene1230	709	656	265	270	297	108
Gene1231	14263	6568	16410	4860	4432	510
Gene1232	1958	1631	496	1034	2221	141
Gene1233	59	0	0	0	18	0
Gene1234	675	968	71	120	401	361
Gene1235	202	0	0	0	78	0
Gene1236	3209	1420	746	1085	1053	847
Gene1237	1838	1780	1209	891	1120	1804
Gene1238	2496	5329	2021	3098	1817	1601
Gene1239	349	974	114	33	37	52
Gene1240	66	81	0	0	61	0
Gene1241	45	24	0	0	16	130
Gene1242	174	70	188	190	160	254
Gene1243	0	77	0	1	1	23
Gene1244	204	156	171	24	84	560
Gene1245	1438	714	958	141	3816	567
Gene1246	1393	2388	833	965	1370	1046
Gene1247	329	281	12	135	140	307
Gene1248	739	591	458	318	657	601
Gene1249	32	9	5	2	0	15
Gene1250	458	325	113	85	209	1082
Gene1251	1304	1320	420	471	791	551
Gene1252	4579	17261	5061	3990	3464	4559
Gene1253	0	0	0	0	0	46
Gene1254	286	1891	433	505	258	0
Gene1255	15321	26759	11655	15708	9725	17624
Gene1256	723	1228	302	361	365	595
Gene1257	1033	795	605	279	533	1797
Gene1258	15	27	15	35	4	4
Gene1259	6476	2680	1452	1127	858	2014
Gene1260	62	0	0	0	50	384
Gene1261	2618	8119	1962	9516	1051	1663
Gene1262	196	245	123	258	158	51
Gene1263	164	62	20	0	84	78
Gene1264	480	946	398	431	613	58
Gene1265	209	272	228	151	69	337
Gene1266	2750	3205	1058	1212	2148	9925
Gene1267	942	1859	878	716	238	36
Gene1268	650	946	162	367	223	512
Gene1269	1120	9	427	0	0	0
Gene1270	22	20	6	10	18	79
Gene1271	384	314	24	153	382	128
Gene1272	1041	2111	450	1247	854	1520
Gene1273	92	36	81	340	72	0
Gene1274	146	1112	82	90	109	122
Gene1275	5254	12244	8594	6849	3161	3587
Gene1276	505	1077	544	353	836	861
Gene1277	290	410	362	385	324	3
Gene1278	7864	2234	1122	1071	3059	753
Gene1279	41	0	0	0	14	0
Gene1280	935	1153	791	1400	719	849
Gene1281	109	354	199	69	87	0
Gene1282	2107	3400	1228	1251	1339	771
Gene1283	2684	2717	1132	1713	737	3141
Gene1284	36	0	0	0	21	0
Gene1285	732	1030	547	398	337	2467
Gene1286	1403	2266	587	607	1259	950
Gene1287	833	955	1036	651	392	1192
Gene1288	122	148	68	75	331	1093
Gene1289	254	62	105	256	347	0
Gene1290	48	82	42	0	68	42
Gene1291	327	706	709	588	303	460
Gene1292	737	833	553	522	282	65
Gene1293	1860	3434	413	442	1507	3717
Gene1294	14	26	9	6	8	90
Gene1295	60	183	40	40	25	26
Gene1296	515	1519	720	326	40	0
Gene1297	24886	27405	15620	18235	14441	5897
Gene1298	11641	25629	10180	9442	5307	12143
Gene1299	633	913	259	259	674	379
Gene1300	232	1016	21	61	15	0
Gene1301	960	1505	599	552	664	1184
Gene1302	3401	3494	1740	2063	3575	4782
Gene1303	350	306	0	0	120	0
Gene1304	1820	2079	1486	521	410	859
Gene1305	1622	7483	2250	1030	1131	471
Gene1306	6932	3613	3928	1220	4648	3045
Gene1307	59	7	0	0	0	0
Gene1308	921	814	524	490	540	244
Gene1309	132	1064	81	79	82	260
Gene1310	18	20	0	0	34	0
Gene1311	148	311	108	111	60	29
Gene1312	74	89	22	24	29	34
Gene1313	11237	4228	4065	8092	5517	2489
Gene1314	76	0	0	0	46	322
Gene1315	778	2367	1107	1370	506	1445
Gene1316	330	79	52	64	479	203
Gene1317	1553	1708	484	985	889	0
Gene1318	615	937	290	487	543	1166
Gene1319	514	1346	404	309	243	915
Gene1320	696	882	850	805	583	49
Gene1321	4063	7884	4471	3364	2395	3503
Gene1322	159	130	5	25	110	415
Gene1323	2002	5064	2579	2949	673	1007
Gene1324	2864	3079	1106	1918	1725	1216
Gene1325	574	931	170	63	414	656
Gene1326	78	55	66	21	26	103
Gene1327	191	101	34	49	113	1204
Gene1328	315	0	15	0	62	0
Gene1329	714	397	401	253	728	464
Gene1330	781	576	395	337	649	1102
Gene1331	2178	4837	1517	3337	1425	3031
Gene1332	2707	8698	2598	1602	2044	3803
Gene1333	1568	1450	1050	531	1333	1360
Gene1334	0	39	0	0	0	412
Gene1335	2046	3019	907	1247	1716	569
Gene1336	108	201	42	46	53	20
Gene1337	1187	1909	898	1287	776	1988
Gene1338	1012	2071	978	1264	968	725
Gene1339	1503	1682	0	21	1810	247
Gene1340	926	0	0	1	1953	0
Gene1341	931	510	0	0	959	0
Gene1342	64	39	3	0	41	3
Gene1343	161	372	95	81	105	0
Gene1344	302	2626	959	671	277	92
Gene1345	22	18	17	8	5	6
Gene1346	4447	5044	2640	2072	1060	907
Gene1347	387	893	339	1237	123	49
Gene1348	46	0	0	0	50	0
Gene1349	628	1799	587	409	498	0
Gene1350	2242	3236	1178	1401	1550	1331
Gene1351	1571	2323	1224	600	1485	273
Gene1352	7	19	3	4	3	18
Gene1353	191	262	22	0	26	0
Gene1354	360	288	50	53	216	1979
Gene1355	1780	1441	556	748	1061	357
Gene1356	59	7	3	14	1	13
Gene1357	1	38	4	2	2	8
Gene1358	5446	2915	850	2792	1942	777
Gene1359	1238	1714	416	409	697	853
Gene1360	41	20	9	14	33	196
Gene1361	253	1050	289	147	94	0
Gene1362	47	17	0	20	88	0
Gene1363	613	1179	425	596	350	233
Gene1364	275	390	57	38	365	0
Gene1365	143	156	7	43	98	28
Gene1366	570	821	290	260	289	158
Gene1367	172	415	34	70	107	63
Gene1368	887	2265	419	434	369	704
Gene1369	258	60	54	72	339	0
Gene1370	56	107	14	31	24	91
Gene1371	151	198	141	32	291	147
Gene1372	424	1250	181	100	399	346
Gene1373	11403	12429	8619	6573	3470	3593
Gene1374	24	26	42	26	38	45
Gene1375	114	69	64	13	30	0
Gene1376	62	114	0	0	42	0
Gene1377	172	394	61	172	260	802
Gene1378	4336	9290	4636	4199	1779	3601
Gene1379	5245	8723	3926	3063	2864	4158
Gene1380	266	1342	613	290	81	66
Gene1381	1351	991	370	863	1024	3911
Gene1382	781	584	119	119	192	263
Gene1383	11	26	7	8	15	53
Gene1384	59	50	31	16	66	0
Gene1385	366	547	155	251	203	620
Gene1386	1135	1729	424	514	1162	1510
Gene1387	632	1099	405	352	742	969
Gene1388	621	662	324	558	472	69
Gene1389	12	20	9	12	4	3
Gene1390	210	477	259	465	63	664
Gene1391	13	23	3	7	10	70
Gene1392	1900	5610	1636	2662	1086	1173
Gene1393	4444	6109	3118	3530	2516	3250
Gene1394	25	20	5	8	9	7
Gene1395	293	401	166	172	389	354
Gene1396	46	62	20	15	37	81
Gene1397	328	165	100	190	880	293
Gene1398	4628	8921	2745	3584	2795	3902
Gene1399	61	193	75	18	37	0
Gene1400	289	495	34	69	47	0
Gene1401	773	1607	557	476	411	158
Gene1402	646	738	669	291	375	263
Gene1403	1096	2341	664	688	362	1001
Gene1404	2379	1231	2063	2021	3809	180
Gene1405	569	678	392	430	638	1346
Gene1406	30	0	0	0	49	0
Gene1407	694	3618	1100	991	600	175
Gene1408	255	39	70	73	10	75
Gene1409	1678	3493	1351	1433	1401	585
Gene1410	3494	6125	3833	3447	2322	2260
Gene1411	328	512	77	224	287	54
Gene1412	32	0	2	0	66	0
Gene1413	10996	8102	4848	3899	6750	631
Gene1414	198	1631	996	1377	226	0
Gene1415	896	928	738	1052	898	153
Gene1416	310	214	170	95	303	101
Gene1417	480	894	585	288	290	380
Gene1418	59	196	50	71	61	0
Gene1419	3335	5234	1796	1697	3443	2982
Gene1420	7531	14125	5218	6207	5443	8055
Gene1421	539	917	80	126	314	300
Gene1422	130	153	22	0	125	49
Gene1423	746	109	2	191	31	0
Gene1424	9	509	8	9	5	11
Gene1425	3948	6565	3494	3467	2814	5057
Gene1426	1281	2689	2085	2433	510	141
Gene1427	677	3228	2331	1289	348	0
Gene1428	56	6	6	18	9	0
Gene1429	114	331	89	69	56	0
Gene1430	403677	793186	303644	389678	275766	393016
Gene1431	5029	11712	3235	3181	2597	3233
Gene1432	3101	2434	967	1851	1483	1274
Gene1433	886	929	368	282	689	297
Gene1434	105	72	0	0	38	17
Gene1435	15	36	10	16	18	12
Gene1436	64	105	13	92	0	136
Gene1437	4155	5736	1372	1012	2701	215
Gene1438	31	52	25	18	15	31
Gene1439	484	1734	813	926	391	143
Gene1440	996	2150	542	2188	691	961
Gene1441	3255	374	0	29	3653	70
Gene1442	255	102	82	0	208	0
Gene1443	9	14	12	20	2	4
Gene1444	103	20	4	0	28	0
Gene1445	583	1532	283	278	279	364
Gene1446	204	62	0	24	271	0
Gene1447	56968	35655	25291	18408	25914	7365
Gene1448	35	1662	761	464	0	0
Gene1449	948	574	100	39	697	672
Gene1450	1432	3886	1276	1407	821	1663
Gene1451	1922	2555	1124	1837	1929	2933
Gene1452	1171	1138	349	391	1090	294
Gene1453	442	1439	526	350	172	133
